Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
A6_K24,72.13278,-76.99002,2.22,Continuous permafrost with low ground ice content (<10%),71269.54463,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K25,73.151119,-80.149276,2.5,Continuous permafrost with medium ground ice content (10% to 20%),87632.67691,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K26,73.239921,-80.177352,2.5,Continuous permafrost with low ground ice content (<10%),94241.14623,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K27,73.488127,-80.714296,2.49,Continuous permafrost with low ground ice content (<10%),125388.9563,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K28,73.690662,-80.089416,2.48,Continuous permafrost with low ground ice content (<10%),130149.5936,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K29,72.815173,-78.80023,2.36,Continuous permafrost with low ground ice content (<10%),30602.06824,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K30,72.716462,-77.769996,2.34,Continuous permafrost with low ground ice content (<10%),6603.348647,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K31,72.730887,-77.712646,2.34,Continuous permafrost with low ground ice content (<10%),8934.254374,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K32,72.672988,-78.056122,2.35,Continuous permafrost with low ground ice content (<10%),4366.063682,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K33,72.64614,-76.658464,2.2,Continuous permafrost with low ground ice content (<10%),43733.96611,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K34,72.613628,-76.344105,2.2,Continuous permafrost with low ground ice content (<10%),54677.3281,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K35,70.395822,-79.56813,4.76,Continuous permafrost with medium ground ice content (10% to 20%),141752.6824,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K36,69.799296,-79.540388,3.36,Continuous permafrost with high to medium ground ice content (10% to >20%),99453.72524,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K37,71.259892,-87.831066,1.91,Continuous permafrost with medium to low ground ice content (10% to <10%),217854.2932,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K38,71.28123,-89.077605,1.78,Continuous permafrost with medium to low ground ice content (10% to <10%),236814.9896,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K40,70.222354,-86.500036,2.98,Continuous permafrost with low ground ice content (<10%),203848.9192,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K41,70.158443,-86.366422,2.98,Continuous permafrost with low ground ice content (<10%),196288.2176,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K42,70.105516,-85.734997,3.15,Continuous permafrost with low ground ice content (<10%),172077.3987,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K43,70.102212,-85.400537,3.15,Continuous permafrost with low ground ice content (<10%),160599.9267,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K44,70.111847,-84.788381,3.15,Continuous permafrost with low ground ice content (<10%),141198.9251,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K45,69.988655,-84.135887,3.19,Continuous permafrost with low ground ice content (<10%),112936.3746,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K46,69.232422,-82.162874,2.6,Continuous permafrost with high to medium ground ice content (10% to >20%),22098.89662,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K47,70.378562,-83.301816,3.27,Continuous permafrost with low ground ice content (<10%),125105.4053,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K49,69.094404,-81.328822,2.53,Continuous permafrost with high to medium ground ice content (10% to >20%),34118.24265,Sanirajak,"Inuktitut, Eastern Canadian",ᓴᓂᕋᔭᒃ,Hamlet,Nunavut
A6_K50,69.084029,-81.381964,2.53,Continuous permafrost with high to medium ground ice content (10% to >20%),33272.43232,Sanirajak,"Inuktitut, Eastern Canadian",ᓴᓂᕋᔭᒃ,Hamlet,Nunavut
A6_K53,71.996165,-80.61014,2.45,Continuous permafrost with low ground ice content (<10%),119203.022,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K54,73.553038,-80.858127,2.49,Continuous permafrost with low ground ice content (<10%),133684.5193,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K55,73.508885,-80.767748,2.49,Continuous permafrost with low ground ice content (<10%),128211.6038,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K56,73.390707,-80.877253,2.49,Continuous permafrost with medium ground ice content (10% to 20%),122280.9284,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K57,73.340556,-80.870674,2.49,Continuous permafrost with medium ground ice content (10% to 20%),118772.0313,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K58,73.259569,-80.520775,2.49,Continuous permafrost with medium ground ice content (10% to 20%),104382.3154,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K59,73.267857,-80.610087,2.49,Continuous permafrost with medium ground ice content (10% to 20%),107261.8649,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K60,73.261702,-80.588778,2.49,Continuous permafrost with medium ground ice content (10% to 20%),106306.9265,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K61,73.288444,-80.784719,2.49,Continuous permafrost with medium ground ice content (10% to 20%),113186.7456,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K62,73.280017,-80.761528,2.49,Continuous permafrost with medium ground ice content (10% to 20%),112043.238,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K63,72.180993,-77.414363,2.41,Continuous permafrost with low ground ice content (<10%),60775.4318,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K64,72.14873,-77.074679,2.22,Continuous permafrost with low ground ice content (<10%),68392.56677,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K65,72.101124,-77.645284,2.41,Continuous permafrost with low ground ice content (<10%),67675.39193,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K66,72.241272,-78.013325,2.41,Continuous permafrost with low ground ice content (<10%),51221.59676,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K67,72.175968,-78.722473,2.41,Continuous permafrost with low ground ice content (<10%),63856.24154,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K68,73.593381,-81.308533,2.47,Continuous permafrost with medium ground ice content (10% to 20%),138560.74,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K69,73.276123,-81.206742,2.48,Continuous permafrost with medium ground ice content (10% to 20%),123977.1131,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K70,73.177416,-80.688517,2.48,Continuous permafrost with medium ground ice content (10% to 20%),104016.1211,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K71,72.907007,-84.947774,2.82,Continuous permafrost with medium ground ice content (10% to 20%),15812.19777,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K72,72.893179,-84.882298,2.78,Continuous permafrost with medium ground ice content (10% to 20%),18199.71381,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K73,72.792258,-84.227425,2.78,Continuous permafrost with medium ground ice content (10% to 20%),40907.45252,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K74,70.927897,-84.907049,3.72,Continuous permafrost with medium to low ground ice content (10% to <10%),208656.6646,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K75,71.765441,-86.014608,3.5,Continuous permafrost with medium ground ice content (10% to 20%),144350.0837,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K76,71.983164,-86.347539,3.43,Continuous permafrost with medium ground ice content (10% to 20%),123705.7487,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K77,72.051735,-86.412941,3.43,Continuous permafrost with medium ground ice content (10% to 20%),117219.6278,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K78,73.248481,-86.132877,2.72,Continuous permafrost with medium ground ice content (10% to 20%),39438.61714,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K79,70.431026,-87.126426,2.79,Continuous permafrost with medium to low ground ice content (10% to <10%),235258.1809,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K80,70.446849,-87.102651,2.89,Continuous permafrost with medium to low ground ice content (10% to <10%),235285.1814,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K81,71.930153,-90.07216,2,Continuous permafrost with medium to low ground ice content (10% to <10%),205665.6772,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K85,72.552578,-89.767761,2.04,Continuous permafrost with medium ground ice content (10% to 20%),161126.5902,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K88,70.950663,-87.598088,1.92,Continuous permafrost with medium to low ground ice content (10% to <10%),247041.1859,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K89,70.675533,-89.03141,1.7,Continuous permafrost with medium to low ground ice content (10% to <10%),212639.3536,Taloyoak,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A6_K90,72.917769,-89.294376,2.1,Continuous permafrost with medium ground ice content (10% to 20%),135531.4005,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K91,72.885056,-89.296589,2.1,Continuous permafrost with medium ground ice content (10% to 20%),136123.5336,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K93,73.416834,-88.684309,2.08,Continuous permafrost with medium ground ice content (10% to 20%),121150.9512,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K94,73.490379,-88.470635,2.08,Continuous permafrost with medium ground ice content (10% to 20%),117838.1584,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K95,73.686907,-87.849044,2.1,Continuous permafrost with medium ground ice content (10% to 20%),112571.8785,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K96,73.761416,-87.452685,2.1,Continuous permafrost with medium ground ice content (10% to 20%),109173.5737,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_K97,71.864934,-78.529709,2.41,Continuous permafrost with low ground ice content (<10%),95166.776,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_K98,71.770494,-77.89028,2.41,Continuous permafrost with low ground ice content (<10%),103751.9159,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L4,72.75358,-77.179185,2.28,Continuous permafrost with low ground ice content (<10%),26605.01961,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L11,71.81736,-77.678838,2.41,Continuous permafrost with low ground ice content (<10%),98961.24994,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L12,71.97612,-79.201584,2.45,Continuous permafrost with low ground ice content (<10%),91052.24679,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L27,73.614964,-81.360656,2.47,Continuous permafrost with medium ground ice content (10% to 20%),138118.389,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L28,73.658308,-80.782311,2.48,Continuous permafrost with low ground ice content (<10%),140497.5838,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L29,73.348397,-77.086115,2.32,Continuous permafrost with low ground ice content (<10%),77776.4897,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L30,73.149484,-76.616024,2.23,Continuous permafrost with low ground ice content (<10%),66786.95028,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L31,72.975109,-76.341147,2.2,Continuous permafrost with low ground ice content (<10%),61572.4702,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A6_L32,73.723183,-82.805497,2.46,Continuous permafrost with medium ground ice content (10% to 20%),107759.1624,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L33,73.661311,-83.192339,2.5,Continuous permafrost with medium ground ice content (10% to 20%),94345.75342,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L34,73.586829,-83.62372,2.5,Continuous permafrost with medium ground ice content (10% to 20%),79139.24377,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L35,73.383879,-83.730326,2.53,Continuous permafrost with medium ground ice content (10% to 20%),60637.03174,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L37,73.107212,-84.388736,2.68,Continuous permafrost with medium ground ice content (10% to 20%),26604.69874,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L38,73.191958,-84.954574,2.68,Continuous permafrost with medium ground ice content (10% to 20%),18991.18052,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L39,73.136908,-84.710473,2.68,Continuous permafrost with medium ground ice content (10% to 20%),18794.91016,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L42,72.991565,-85.003156,2.82,Continuous permafrost with medium ground ice content (10% to 20%),7085.092021,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L43,72.83981,-85.645257,2.78,Continuous permafrost with medium ground ice content (10% to 20%),26689.53484,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L44,72.652043,-85.67444,2.88,Continuous permafrost with medium ground ice content (10% to 20%),45720.2333,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L45,72.462241,-85.503479,2.94,Continuous permafrost with medium ground ice content (10% to 20%),64700.41934,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L46,72.453602,-84.8126,2.95,Continuous permafrost with medium ground ice content (10% to 20%),65750.38498,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A6_L47,71.954273,-84.17024,3.7,Continuous permafrost with medium ground ice content (10% to 20%),124976.0201,Arctic Bay,Undetermined, ,Hamlet,Nunavut
A5_A1,60.467108,-94.682953,4.46,Continuous permafrost with medium to low ground ice content (10% to <10%),79135.34468,Arviat,Undetermined, ,Hamlet,Nunavut
A5_A2,60.604721,-94.533512,4.41,Continuous permafrost with medium to low ground ice content (10% to <10%),61774.10158,Arviat,Undetermined, ,Hamlet,Nunavut
A5_A4,61.399492,-93.945325,4.28,Continuous permafrost with medium to low ground ice content (10% to <10%),33005.99422,Arviat,Undetermined, ,Hamlet,Nunavut
A5_A6,61.618607,-93.667498,4.24,Continuous permafrost with medium to low ground ice content (10% to <10%),60582.41559,Arviat,Undetermined, ,Hamlet,Nunavut
A5_A7,62.830034,-92.372448,4.45,Continuous permafrost with medium to low ground ice content (10% to <10%),14813.11,Rankin Inlet,Undetermined, ,Hamlet,Nunavut
A5_A8,62.847696,-92.090038,4.45,Continuous permafrost with medium to low ground ice content (10% to <10%),3474.133474,Rankin Inlet,Undetermined, ,Hamlet,Nunavut
A5_A10,64.052309,-95.481796,4.45,Continuous permafrost with medium to low ground ice content (10% to <10%),39666.33346,Baker Lake,Undetermined, ,Hamlet,Nunavut
A5_A11,64.269602,-96.054541,4.45,Continuous permafrost with low ground ice content (<10%),5792.033784,Baker Lake,Undetermined, ,Hamlet,Nunavut
A7_B1,62.851847,-92.128802,4.45,Continuous permafrost with medium to low ground ice content (10% to <10%),4553.311225,Rankin Inlet,Undetermined, ,Hamlet,Nunavut
A7_B2,62.857457,-92.104297,4.45,Continuous permafrost with medium to low ground ice content (10% to <10%),4669.001242,Rankin Inlet,Undetermined, ,Hamlet,Nunavut
A5_D6,65.679781,-89.618545,9.45,Continuous permafrost with low ground ice content (<10%),179567.9195,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D7,65.745912,-89.796286,9.45,Continuous permafrost with low ground ice content (<10%),182593.1649,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D8,65.787237,-89.93168,9.45,Continuous permafrost with low ground ice content (<10%),185746.878,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D9,65.938482,-89.899715,9.45,Continuous permafrost with low ground ice content (<10%),177042.6682,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D10,65.976469,-89.8013,9.45,Continuous permafrost with low ground ice content (<10%),171257.3268,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D11,65.865868,-89.426767,9.45,Continuous permafrost with low ground ice content (<10%),161284.1814,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D12,65.887996,-86.359717,7.37,Continuous permafrost with low ground ice content (<10%),72132.37754,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D13,66.532974,-86.739831,6.88,Continuous permafrost with low ground ice content (<10%),21774.84354,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D14,66.442713,-86.770548,6.88,Continuous permafrost with low ground ice content (<10%),25289.50082,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D15,66.391304,-86.705552,6.88,Continuous permafrost with low ground ice content (<10%),25755.02137,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D16,63.744916,-83.779416,3.53,Continuous permafrost with medium to low ground ice content (10% to <10%),52704.31309,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A5_D17,63.68166,-85.640111,4.69,Continuous permafrost with medium to low ground ice content (10% to <10%),131444.0481,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C1,66.396589,-84.507108,5.97,Continuous permafrost with low ground ice content (<10%),79172.38791,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A8_C3,66.594849,-85.432854,6.78,Continuous permafrost with low ground ice content (<10%),36923.77965,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A8_C4,66.553682,-85.596692,6.78,Continuous permafrost with low ground ice content (<10%),29119.44202,Naujaat,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A8_C11,63.609415,-84.265255,3.57,Continuous permafrost with medium to low ground ice content (10% to <10%),79542.88433,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C13,64.135225,-83.305104,3.77,Continuous permafrost with medium to low ground ice content (10% to <10%),6744.276906,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C14,64.171832,-83.007374,3.77,Continuous permafrost with medium to low ground ice content (10% to <10%),8860.520959,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C15,65.19105,-84.045845,4.05,Continuous permafrost with low ground ice content (<10%),125173.7595,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C16,65.213377,-84.799501,4.42,Continuous permafrost with medium to low ground ice content (10% to <10%),143439.3544,Coral Harbour,Undetermined, ,Hamlet,Nunavut
A8_C17,65.213816,-84.895344,4.42,Continuous permafrost with medium to low ground ice content (10% to <10%),146016.2032,Coral Harbour,Undetermined, ,Hamlet,Nunavut
